gameid,date,patch,gamelength,blue_team,red_team,blue_win,blue_champ1,blue_champ2,blue_champ3,blue_champ4,blue_champ5,red_champ1,red_champ2,red_champ3,red_champ4,red_champ5,blue_kills,red_kills,blue_gold,red_gold,blue_dragons,red_dragons,blue_barons,red_barons,blue_towers,red_towers,blue_ban1,red_ban1,blue_ban2,red_ban2,blue_ban3,red_ban3,blue_ban4,red_ban4,blue_ban5,red_ban5,blue_top,red_top,blue_jng,red_jng,blue_mid,red_mid,blue_bot,red_bot,blue_sup,red_sup
LCK/2024 Season/Summer Playoffs_Finals_1_5,2024-09-08 10:44:00,14.16,38.183333333333,Gen.G,Hanwha Life Esports,0,K'Sante,Skarner,Corki,Kai'Sa,Nautilus,Jax,Vi,Yone,Ziggs,Rell,4,15,60561,71314,2,4,0,1,2,10,Tristana,Rumble,Sejuani,Nidalee,Maokai,Smolder,Alistar,Poppy,Rakan,Blitzcrank,Kiin,Doran (Choi Hyeon-joon),Canyon,Peanut,Chovy,Zeka (Kim Geon-woo),Peyz,Viper (Park Do-hyeon),Lehends,Delight
LCK/2024 Season/Summer Playoffs_Finals_1_4,2024-09-08 09:37:00,14.16,30.166666666667,Hanwha Life Esports,Gen.G,1,Jax,Maokai,Tristana,Ezreal,Blitzcrank,Udyr,Zyra,Corki,Miss Fortune,Alistar,19,6,62574,51742,2,3,2,0,9,3,Nidalee,Rumble,Skarner,Smolder,Ziggs,Ashe,Nautilus,Bard,K'Sante,Rell,Doran (Choi Hyeon-joon),Kiin,Peanut,Canyon,Zeka (Kim Geon-woo),Chovy,Viper (Park Do-hyeon),Peyz,Delight,Lehends
LCK/2024 Season/Summer Playoffs_Finals_1_3,2024-09-08 08:41:00,14.16,33.6,Hanwha Life Esports,Gen.G,0,Camille,Maokai,Yone,Jhin,Rakan,Jax,Skarner,Corki,Ziggs,Alistar,8,14,56548,65752,2,3,0,2,2,9,Nidalee,Rumble,Tristana,Smolder,Blitzcrank,Sejuani,Leona,Poppy,K'Sante,Bard,Doran (Choi Hyeon-joon),Kiin,Peanut,Canyon,Zeka (Kim Geon-woo),Chovy,Viper (Park Do-hyeon),Peyz,Delight,Lehends
LCK/2024 Season/Summer Playoffs_Finals_1_2,2024-09-08 07:41:00,14.16,37.9,Gen.G,Hanwha Life Esports,1,Ornn,Zyra,Corki,Ashe,Blitzcrank,Renekton,Ivern,Azir,Jhin,Alistar,18,6,75033,63043,4,2,2,0,10,4,Sejuani,Rumble,Maokai,Nidalee,Smolder,Ziggs,Leona,Renata Glasc,Nautilus,K'Sante,Kiin,Doran (Choi Hyeon-joon),Canyon,Peanut,Chovy,Zeka (Kim Geon-woo),Peyz,Viper (Park Do-hyeon),Lehends,Delight
LCK/2024 Season/Summer Playoffs_Finals_1_1,2024-09-08 06:29:00,14.16,40.2,Gen.G,Hanwha Life Esports,0,K'Sante,Skarner,Smolder,Ezreal,Rell,Mordekaiser,Zyra,Tristana,Ashe,Leona,19,18,77780,77017,2,4,2,1,8,8,Sejuani,Rumble,Maokai,Nidalee,Vi,Ziggs,Braum,Nasus,Nautilus,Alistar,Kiin,Doran (Choi Hyeon-joon),Canyon,Peanut,Chovy,Zeka (Kim Geon-woo),Peyz,Viper (Park Do-hyeon),Lehends,Delight
LCK/2024 Season/Summer Playoffs_Round 3_2_4,2024-09-07 09:07:00,14.16,36.316666666667,T1,Hanwha Life Esports,0,Corki,Nidalee,Tristana,Ziggs,Leona,Nasus,Sejuani,Smolder,Jhin,Poppy,6,15,61726,68743,1,4,0,1,4,11,Maokai,Azir,Vi,Lillia,Jax,Rumble,Renekton,Camille,K'Sante,Alistar,Zeus,Doran (Choi Hyeon-joon),Oner,Peanut,Faker,Zeka (Kim Geon-woo),Gumayusi,Viper (Park Do-hyeon),Keria,Delight
LCK/2024 Season/Summer Playoffs_Round 3_2_3,2024-09-07 08:19:00,14.16,25.233333333333,Hanwha Life Esports,T1,1,Renekton,Poppy,Smolder,Jhin,Rakan,Zeri,Sejuani,Corki,Ziggs,Alistar,16,3,51486,40577,3,0,1,0,7,2,Azir,Rumble,Lillia,Maokai,Tristana,Vi,Camille,Jax,Leona,Bard,Doran (Choi Hyeon-joon),Zeus,Peanut,Oner,Zeka (Kim Geon-woo),Faker,Viper (Park Do-hyeon),Gumayusi,Delight,Keria
LCK/2024 Season/Summer Playoffs_Round 3_2_2,2024-09-07 07:15:00,14.16,37.866666666667,T1,Hanwha Life Esports,1,Camille,Nidalee,Tristana,Ziggs,Alistar,K'Sante,Sejuani,Yone,Smolder,Rell,9,10,72167,62276,3,2,2,0,9,3,Maokai,Azir,Vi,Rumble,Jax,Lillia,Jhin,Poppy,Taliyah,Leona,Zeus,Doran (Choi Hyeon-joon),Oner,Peanut,Faker,Zeka (Kim Geon-woo),Gumayusi,Viper (Park Do-hyeon),Keria,Delight
LCK/2024 Season/Summer Playoffs_Round 3_2_1,2024-09-07 06:22:00,14.16,30.233333333333,Hanwha Life Esports,T1,1,Jax,Poppy,Smolder,Jhin,Bard,Gnar,Sejuani,Caitlyn,Ziggs,Leona,16,5,56419,50295,3,1,0,1,8,3,Azir,Rumble,Lillia,Maokai,Tristana,Vi,Camille,Rell,Corki,Alistar,Doran (Choi Hyeon-joon),Zeus,Peanut,Oner,Zeka (Kim Geon-woo),Faker,Viper (Park Do-hyeon),Gumayusi,Delight,Keria
LCK CL/2024 Season/Summer Playoffs_Finals_1_4,2024-09-06 10:45:00,14.16,25.083333333333,KT Rolster Challengers,Dplus KIA Challengers,1,K'Sante,Skarner,Azir,Jhin,Nautilus,Vayne,Wukong,Nasus,Kai'Sa,Rakan,20,7,52384,40911,3,1,1,0,8,1,LeBlanc,Rumble,Sylas,Nidalee,Orianna,Brand,Ivern,Viego,Xin Zhao,Tryndamere,Casting,Siwoo,HamBak,Sharvel,Zinie,Saint (Kang Sung-in),Hype (Byeon Jeong-hyeon),Wayne (Hwang Seo-hyeon),Way (Han Gil),Bible
LCK CL/2024 Season/Summer Playoffs_Finals_1_3,2024-09-06 09:53:00,14.16,32.5,Dplus KIA Challengers,KT Rolster Challengers,1,Gnar,Lee Sin,Yasuo,Ziggs,Gragas,Aatrox,Maokai,Yone,Ezreal,Alistar,22,13,63344,54711,3,2,0,1,11,2,Nidalee,Rumble,Brand,LeBlanc,Kai'Sa,Azir,Nasus,K'Sante,Poppy,Rakan,Siwoo,Casting,Sharvel,HamBak,Saint (Kang Sung-in),Zinie,Wayne (Hwang Seo-hyeon),Hype (Byeon Jeong-hyeon),Bible,Way (Han Gil)
LCK CL/2024 Season/Summer Playoffs_Finals_1_2,2024-09-06 09:01:00,14.16,31.766666666667,Dplus KIA Challengers,KT Rolster Challengers,0,Vladimir,Sejuani,Smolder,Miss Fortune,Rell,Kennen,Vi,Taliyah,Kalista,Senna,9,32,51761,69295,0,4,0,2,1,9,Nidalee,Rumble,Brand,Maokai,Kai'Sa,Ziggs,Yone,Nasus,Yasuo,K'Sante,Siwoo,Casting,Sharvel,HamBak,Saint (Kang Sung-in),Zinie,Wayne (Hwang Seo-hyeon),Hype (Byeon Jeong-hyeon),Bible,Way (Han Gil)
LCK CL/2024 Season/Summer Playoffs_Finals_1_1,2024-09-06 08:14:00,14.16,27.683333333333,KT Rolster Challengers,Dplus KIA Challengers,1,Ornn,Lillia,Corki,Ashe,Leona,Renekton,Zyra,Zeri,Varus,Braum,24,11,57795,44782,3,0,1,0,9,0,Maokai,Rumble,Smolder,Ziggs,LeBlanc,Miss Fortune,Jhin,K'Sante,Ezreal,Olaf,Casting,Siwoo,HamBak,Sharvel,Zinie,Saint (Kang Sung-in),Hype (Byeon Jeong-hyeon),Wayne (Hwang Seo-hyeon),Way (Han Gil),Bible
LCK CL/2024 Season/Summer Playoffs_Round 3_2_4,2024-09-05 10:33:00,14.16,26.05,Kwangdong Freecs Challengers,Dplus KIA Challengers,0,Ryze,Lee Sin,LeBlanc,Lucian,Nami,Kennen,Viego,Orianna,Senna,Ornn,10,20,45774,51093,1,1,0,1,4,8,Nasus,Rumble,Yone,Kalista,Vi,Ivern,Rell,Caitlyn,Ezreal,Renata Glasc,Lancer,Siwoo,Courage (Jeon Hyun-min),Sharvel,Pungyeon,Saint (Kang Sung-in),Bull,Wayne (Hwang Seo-hyeon),Quantum (Son Jeong-hwan),Bible
LCK CL/2024 Season/Summer Playoffs_Round 3_2_3,2024-09-05 09:43:00,14.16,28.966666666667,Kwangdong Freecs Challengers,Dplus KIA Challengers,0,Olaf,Xin Zhao,Sylas,Ziggs,Bard,Vayne,Maokai,Azir,Jhin,Rakan,11,25,49099,59640,0,4,0,1,4,11,Nasus,Rumble,Yone,Kalista,Lee Sin,Ivern,Blitzcrank,Rell,Jax,Poppy,Lancer,Siwoo,Courage (Jeon Hyun-min),Sharvel,Pungyeon,Saint (Kang Sung-in),Bull,Wayne (Hwang Seo-hyeon),Quantum (Son Jeong-hwan),Bible
LCK CL/2024 Season/Summer Playoffs_Round 3_2_2,2024-09-05 08:58:00,14.16,24.133333333333,Dplus KIA Challengers,Kwangdong Freecs Challengers,1,Gnar,Zyra,Smolder,Kai'Sa,Braum,Aatrox,Sejuani,Yasuo,Miss Fortune,Alistar,20,10,51472,42877,0,2,1,0,8,4,Ivern,Rumble,Yone,Ziggs,Kalista,Maokai,Rell,Tryndamere,Kennen,Nasus,Siwoo,Lancer,Sharvel,Courage (Jeon Hyun-min),Saint (Kang Sung-in),Pungyeon,Wayne (Hwang Seo-hyeon),Bull,Bible,Quantum (Son Jeong-hwan)
LCK CL/2024 Season/Summer Playoffs_Round 3_2_1,2024-09-05 08:10:00,14.16,28.233333333333,Kwangdong Freecs Challengers,Dplus KIA Challengers,1,K'Sante,Nidalee,Zeri,Ashe,Leona,Renekton,Lillia,Corki,Varus,Nautilus,27,14,61283,48542,3,1,1,0,10,0,Smolder,Rumble,Miss Fortune,Maokai,Zyra,Ziggs,Ezreal,Olaf,Kalista,Braum,Lancer,Siwoo,Courage (Jeon Hyun-min),Sharvel,Pungyeon,Saint (Kang Sung-in),Bull,Wayne (Hwang Seo-hyeon),Quantum (Son Jeong-hwan),Bible
LCK CL/2024 Season/Summer Playoffs_Round 2_3_4,2024-09-03 10:40:00,14.16,24.05,Dplus KIA Challengers,T1 Esports Academy,1,Rumble,Jarvan IV,Orianna,Zeri,Lulu,Jayce,Nidalee,Tristana,Lucian,Nami,14,1,47750,41083,1,2,1,0,9,3,Kalista,LeBlanc,Renata Glasc,Lee Sin,Ornn,Nautilus,Udyr,Nocturne,Xin Zhao,Taliyah,Siwoo,Dal,Sharvel,Guwon,Saint (Kang Sung-in),Poby,Wayne (Hwang Seo-hyeon),Smash (Sin Geum-jae),Bible,Rekkles
LCK CL/2024 Season/Summer Playoffs_Round 2_3_3,2024-09-03 09:49:00,14.16,30.783333333333,T1 Esports Academy,Dplus KIA Challengers,1,Kennen,Skarner,Wukong,Nilah,Senna,Gnar,Sejuani,Yasuo,Ezreal,Rakan,7,5,58277,52896,2,2,1,0,10,5,Lee Sin,Rumble,Zeri,Kalista,LeBlanc,Renekton,Alistar,Orianna,Nautilus,Sylas,Dal,Siwoo,Guwon,Sharvel,Poby,Saint (Kang Sung-in),Smash (Sin Geum-jae),Wayne (Hwang Seo-hyeon),Rekkles,Bible
LCK CL/2024 Season/Summer Playoffs_Round 2_3_2,2024-09-03 08:58:00,14.16,29.5,T1 Esports Academy,Dplus KIA Challengers,0,Nasus,Lillia,Azir,Miss Fortune,Rell,Aatrox,Zyra,Smolder,Ashe,Gragas,9,20,49547,60721,1,3,0,1,2,11,Lee Sin,Rumble,Zeri,Kalista,Renekton,LeBlanc,Alistar,Tristana,Nautilus,Yasuo,Dal,Siwoo,Guwon,Sharvel,Poby,Saint (Kang Sung-in),Smash (Sin Geum-jae),Wayne (Hwang Seo-hyeon),Rekkles,Bible
LCK CL/2024 Season/Summer Playoffs_Round 2_3_1,2024-09-03 08:07:00,14.16,30.666666666667,Dplus KIA Challengers,T1 Esports Academy,1,K'Sante,Maokai,Corki,Ziggs,Braum,Olaf,Vi,Yone,Kai'Sa,Leona,24,15,63862,57219,1,3,2,0,11,2,Renekton,Rumble,Kalista,LeBlanc,Smolder,Ashe,Taliyah,Poppy,Ahri,Alistar,Siwoo,Dal,Sharvel,Guwon,Saint (Kang Sung-in),Poby,Wayne (Hwang Seo-hyeon),Smash (Sin Geum-jae),Bible,Rekkles
LCK CL/2024 Season/Summer Playoffs_Round 3_1_4,2024-09-02 10:37:00,14.16,25.1,KT Rolster Challengers,Kwangdong Freecs Challengers,1,Udyr,Lee Sin,Sylas,Kai'Sa,Alistar,Jax,Zac,Tristana,Nilah,Braum,23,7,53563,41416,3,0,1,0,10,3,Ivern,Rumble,LeBlanc,Nidalee,Yone,Lillia,Varus,Viego,Caitlyn,Kennen,Casting,Lancer,HamBak,Courage (Jeon Hyun-min),Zinie,Pungyeon,Hype (Byeon Jeong-hyeon),Bull,Way (Han Gil),Quantum (Son Jeong-hwan)
LCK CL/2024 Season/Summer Playoffs_Round 3_1_3,2024-09-02 09:54:00,14.16,24.033333333333,Kwangdong Freecs Challengers,KT Rolster Challengers,0,Gnar,Sejuani,Azir,Draven,Renata Glasc,K'Sante,Vi,Taliyah,Kalista,Senna,7,25,39966,52108,0,3,0,1,3,8,Nidalee,Rumble,Lillia,Ivern,Lucian,Yone,Neeko,Sylas,Kennen,Tristana,Lancer,Casting,Courage (Jeon Hyun-min),HamBak,Pungyeon,Zinie,Bull,Hype (Byeon Jeong-hyeon),Quantum (Son Jeong-hwan),Way (Han Gil)
LCK CL/2024 Season/Summer Playoffs_Round 3_1_2,2024-09-02 09:07:00,14.16,28.033333333333,KT Rolster Challengers,Kwangdong Freecs Challengers,1,Aatrox,Zyra,Zeri,Ashe,Poppy,Nasus,Skarner,Smolder,Miss Fortune,Nautilus,22,6,60352,45400,4,0,1,0,10,2,Ivern,Rumble,Sejuani,Nidalee,Yone,Lillia,Kennen,Braum,Alistar,Rakan,Casting,Lancer,HamBak,Courage (Jeon Hyun-min),Zinie,Pungyeon,Hype (Byeon Jeong-hyeon),Bull,Way (Han Gil),Quantum (Son Jeong-hwan)
LCK CL/2024 Season/Summer Playoffs_Round 3_1_1,2024-09-02 08:09:00,14.16,36.783333333333,KT Rolster Challengers,Kwangdong Freecs Challengers,0,Renekton,Brand,Yasuo,Ziggs,Rell,Olaf,Maokai,Corki,Ezreal,Leona,22,24,73134,78337,3,2,1,1,8,11,Ivern,Rumble,Sejuani,Nidalee,Kalista,Lillia,Ashe,Yone,Miss Fortune,Zeri,Casting,Lancer,HamBak,Courage (Jeon Hyun-min),Zinie,Pungyeon,Hype (Byeon Jeong-hyeon),Bull,Way (Han Gil),Quantum (Son Jeong-hwan)
LCK/2024 Season/Summer Playoffs_Round 2_3_4,2024-09-01 08:52:00,14.16,29.466666666667,T1,Dplus KIA,1,Gnar,Sejuani,Azir,Jhin,Alistar,Corki,Maokai,Yone,Miss Fortune,Rell,18,9,58485,48736,1,2,1,0,8,2,Vi,Rumble,Smolder,Lillia,Nasus,Ziggs,Gangplank,Camille,LeBlanc,Leona,Zeus,Kingen,Oner,Lucid (Choi Yong-hyeok),Faker,ShowMaker,Gumayusi,Aiming,Keria,Moham
LCK/2024 Season/Summer Playoffs_Round 2_3_3,2024-09-01 08:03:00,14.16,27.65,Dplus KIA,T1,0,Aatrox,Maokai,LeBlanc,Jhin,Rell,Yone,Sejuani,Corki,Ziggs,Leona,7,21,43290,58056,0,4,0,1,1,10,Azir,Rumble,Nasus,Smolder,Lillia,Vi,Camille,Lee Sin,Vayne,Nocturne,Kingen,Zeus,Lucid (Choi Yong-hyeok),Oner,ShowMaker,Faker,Aiming,Gumayusi,Moham,Keria
LCK/2024 Season/Summer Playoffs_Round 2_3_2,2024-09-01 07:11:00,14.16,29.766666666667,T1,Dplus KIA,1,Camille,Sejuani,Corki,Ziggs,Alistar,Gangplank,Maokai,Nasus,Ezreal,Nautilus,20,13,57933,53596,3,1,0,1,8,6,LeBlanc,Rumble,Smolder,Lillia,Vi,Jhin,Leona,Kennen,Renekton,None,Zeus,Kingen,Oner,Lucid (Choi Yong-hyeok),Faker,ShowMaker,Gumayusi,Aiming,Keria,Moham
LCK/2024 Season/Summer Playoffs_Round 2_3_1,2024-09-01 06:14:00,14.16,33.133333333333,Dplus KIA,T1,1,Gnar,Vi,Taliyah,Ziggs,Leona,K'Sante,Maokai,Corki,Nilah,Zilean,9,3,65065,55084,2,2,2,0,10,3,Azir,Rumble,Nasus,LeBlanc,Lillia,Smolder,Jhin,Gangplank,Miss Fortune,Zeri,Kingen,Zeus,Lucid (Choi Yong-hyeok),Oner,ShowMaker,Faker,Aiming,Gumayusi,Moham,Keria
LCK/2024 Season/Summer Playoffs_Round 3_1_4,2024-08-31 08:49:00,14.16,31.483333333333,Hanwha Life Esports,Gen.G,0,Jax,Vi,Zeri,Ziggs,Leona,K'Sante,Maokai,Corki,Jhin,Blitzcrank,10,28,50551,63725,0,4,0,1,3,10,Tristana,Rumble,Nidalee,Smolder,Azir,Yone,Nasus,Rakan,Poppy,Nautilus,Doran (Choi Hyeon-joon),Kiin,Peanut,Canyon,Zeka (Kim Geon-woo),Chovy,Viper (Park Do-hyeon),Peyz,Delight,Lehends
LCK/2024 Season/Summer Playoffs_Round 3_1_3,2024-08-31 07:55:00,14.16,31.266666666667,Hanwha Life Esports,Gen.G,0,K'Sante,Vi,Azir,Senna,Ornn,Nasus,Skarner,Corki,Ashe,Renata Glasc,5,12,52024,56882,1,4,1,1,3,8,Tristana,Rumble,Nidalee,Smolder,Ziggs,Maokai,Mordekaiser,Bard,Udyr,Rakan,Doran (Choi Hyeon-joon),Kiin,Peanut,Canyon,Zeka (Kim Geon-woo),Chovy,Viper (Park Do-hyeon),Peyz,Delight,Lehends
LCK/2024 Season/Summer Playoffs_Round 3_1_2,2024-08-31 07:03:00,14.16,28.95,Gen.G,Hanwha Life Esports,1,K'Sante,Nidalee,Smolder,Kalista,Renata Glasc,Renekton,Zyra,Yone,Miss Fortune,Leona,22,6,61710,48662,4,0,2,0,11,3,Vi,Tristana,Maokai,Rumble,Sejuani,Ziggs,Rell,Senna,Nautilus,Ashe,Kiin,Doran (Choi Hyeon-joon),Canyon,Peanut,Chovy,Zeka (Kim Geon-woo),Peyz,Viper (Park Do-hyeon),Lehends,Delight
LCK/2024 Season/Summer Playoffs_Round 3_1_1,2024-08-31 06:08:00,14.16,33.1,Gen.G,Hanwha Life Esports,0,K'Sante,Maokai,Zeri,Ezreal,Blitzcrank,Jax,Sejuani,Smolder,Miss Fortune,Nautilus,6,17,54122,65767,2,4,0,2,2,9,Vi,Tristana,Yone,Rumble,Ivern,Ziggs,Rell,Leona,Camille,Mordekaiser,Kiin,Doran (Choi Hyeon-joon),Canyon,Peanut,Chovy,Zeka (Kim Geon-woo),Peyz,Viper (Park Do-hyeon),Lehends,Delight
LCK/2024 Season/Summer Playoffs_Round 2_2_3,2024-08-29 10:02:00,14.16,30.566666666667,T1,Hanwha Life Esports,0,Camille,Sejuani,Smolder,Ziggs,Alistar,Jax,Vi,Yone,Kai'Sa,Rell,7,26,49980,64745,0,4,0,1,3,10,Maokai,Azir,Ivern,Rumble,Tristana,Lillia,Leona,Poppy,Kennen,Olaf,Zeus,Doran (Choi Hyeon-joon),Oner,Peanut,Faker,Zeka (Kim Geon-woo),Gumayusi,Viper (Park Do-hyeon),Keria,Delight
LCK/2024 Season/Summer Playoffs_Round 2_2_2,2024-08-29 09:02:00,14.16,39.666666666667,T1,Hanwha Life Esports,0,Olaf,Vi,Nasus,Seraphine,Shen,Renekton,Sejuani,Smolder,Ziggs,Leona,14,27,69730,76298,2,4,1,1,4,10,Maokai,Azir,Ivern,Rumble,Zyra,Lillia,Rell,Senna,Jax,Kennen,Zeus,Doran (Choi Hyeon-joon),Oner,Peanut,Faker,Zeka (Kim Geon-woo),Gumayusi,Viper (Park Do-hyeon),Keria,Delight
LCK/2024 Season/Summer Playoffs_Round 2_2_1,2024-08-29 08:09:00,14.16,31.5,Hanwha Life Esports,T1,1,Vladimir,Vi,Yone,Ziggs,Rakan,Kennen,Lee Sin,LeBlanc,Ashe,Braum,18,4,65256,53882,3,2,2,0,9,4,Azir,Maokai,Nasus,Rumble,Lillia,Ivern,Poppy,Rell,Olaf,K'Sante,Doran (Choi Hyeon-joon),Zeus,Peanut,Oner,Zeka (Kim Geon-woo),Faker,Viper (Park Do-hyeon),Gumayusi,Delight,Keria
LCK/2024 Season/Summer Playoffs_Round 2_1_3,2024-08-28 10:03:00,14.16,28.65,Dplus KIA,Gen.G,0,Nasus,Vi,Taliyah,Seraphine,Leona,Garen,Skarner,Corki,Ziggs,Rell,16,25,49214,60193,1,3,0,1,2,9,Azir,LeBlanc,Tristana,Smolder,Maokai,Rumble,Poppy,Kai'Sa,Zyra,Olaf,Kingen,Kiin,Lucid (Choi Yong-hyeok),Canyon,ShowMaker,Chovy,Aiming,Peyz,Moham,Lehends
LCK/2024 Season/Summer Playoffs_Round 2_1_2,2024-08-28 09:11:00,14.16,28.25,Dplus KIA,Gen.G,0,Olaf,Ivern,Nasus,Miss Fortune,Poppy,Corki,Maokai,Garen,Ziggs,Blitzcrank,10,18,48379,60886,1,2,0,1,2,11,Azir,LeBlanc,Tristana,Smolder,Nidalee,Rumble,Leona,Rell,K'Sante,Nautilus,Kingen,Kiin,Lucid (Choi Yong-hyeok),Canyon,ShowMaker,Chovy,Aiming,Peyz,Moham,Lehends
LCK/2024 Season/Summer Playoffs_Round 2_1_1,2024-08-28 08:10:00,14.16,37.766666666667,Gen.G,Dplus KIA,1,K'Sante,Maokai,Tristana,Ziggs,Poppy,Malphite,Lillia,Corki,Miss Fortune,Rell,13,6,72871,62530,4,2,2,0,9,3,Vi,Azir,LeBlanc,Rumble,Smolder,Nasus,Yasuo,Leona,Mordekaiser,Alistar,Kiin,Kingen,Canyon,Lucid (Choi Yong-hyeok),Chovy,ShowMaker,Peyz,Aiming,Lehends,Moham
LCK CL/2024 Season/Summer Playoffs_Round 2_2_5,2024-08-27 11:52:00,14.16,28.0,Dplus KIA Challengers,Kwangdong Freecs Challengers,0,Gnar,Zyra,Corki,Ashe,Nautilus,Renekton,Lillia,Zeri,Miss Fortune,Alistar,13,21,44573,58715,0,3,0,1,1,11,Yasuo,Rumble,Yone,Nasus,Kalista,Maokai,Leona,Braum,Rell,K'Sante,Siwoo,Lancer,Sharvel,Courage (Jeon Hyun-min),Saint (Kang Sung-in),Pungyeon,Wayne (Hwang Seo-hyeon),Bull,Bible,Quantum (Son Jeong-hwan)
LCK CL/2024 Season/Summer Playoffs_Round 2_2_4,2024-08-27 10:54:00,14.16,37.483333333333,Dplus KIA Challengers,Kwangdong Freecs Challengers,0,Jax,Vi,Taliyah,Jhin,Karma,Aatrox,Xin Zhao,Sylas,Caitlyn,Braum,13,15,63432,69503,1,4,0,1,2,7,Orianna,Rumble,Lucian,LeBlanc,Ezreal,Nasus,Nocturne,K'Sante,Viego,Bard,Siwoo,Lancer,Sharvel,Courage (Jeon Hyun-min),Saint (Kang Sung-in),Pungyeon,Wayne (Hwang Seo-hyeon),Bull,Bible,Quantum (Son Jeong-hwan)
LCK CL/2024 Season/Summer Playoffs_Round 2_2_3,2024-08-27 09:58:00,14.16,36.1,Kwangdong Freecs Challengers,Dplus KIA Challengers,1,Gnar,Lillia,Yasuo,Kalista,Renata Glasc,Smolder,Sejuani,Tryndamere,Ashe,Rell,23,17,76137,62490,4,2,2,0,11,3,Senna,Rumble,Lucian,Nasus,Taliyah,LeBlanc,Braum,Ziggs,Poppy,Ezreal,Lancer,Siwoo,Courage (Jeon Hyun-min),Sharvel,Pungyeon,Saint (Kang Sung-in),Bull,Wayne (Hwang Seo-hyeon),Quantum (Son Jeong-hwan),Bible
LCK CL/2024 Season/Summer Playoffs_Round 2_2_2,2024-08-27 09:08:00,14.16,28.966666666667,Kwangdong Freecs Challengers,Dplus KIA Challengers,0,Ryze,Ivern,Tristana,Xayah,Rakan,Kennen,Lee Sin,Corki,Varus,Nautilus,10,20,51146,61002,2,2,0,1,2,10,Lillia,Rumble,Ashe,Sejuani,Senna,Nasus,Ezreal,Renata Glasc,Poppy,Braum,Lancer,Siwoo,Courage (Jeon Hyun-min),Sharvel,Pungyeon,Saint (Kang Sung-in),Bull,Wayne (Hwang Seo-hyeon),Quantum (Son Jeong-hwan),Bible
LCK CL/2024 Season/Summer Playoffs_Round 2_2_1,2024-08-27 08:15:00,14.16,33.633333333333,Dplus KIA Challengers,Kwangdong Freecs Challengers,1,Renekton,Maokai,Azir,Zeri,Leona,Gangplank,Zac,Yone,Miss Fortune,Alistar,20,8,69364,57676,3,2,2,0,9,3,Sejuani,Rumble,Ivern,Lillia,Nasus,Ashe,Renata Glasc,Senna,Ziggs,Ezreal,Siwoo,Lancer,Sharvel,Courage (Jeon Hyun-min),Saint (Kang Sung-in),Pungyeon,Wayne (Hwang Seo-hyeon),Bull,Bible,Quantum (Son Jeong-hwan)
LCK CL/2024 Season/Summer Playoffs_Round 2_1_3,2024-08-26 09:59:00,14.16,23.75,KT Rolster Challengers,T1 Esports Academy,1,Ornn,Sejuani,Azir,Kalista,Pyke,Renekton,Shyvana,Corki,Varus,Renata Glasc,15,3,49729,36591,4,0,1,0,10,2,Maokai,Rumble,Senna,Brand,Nasus,Zyra,Sylas,Blitzcrank,Orianna,Neeko,Casting,Dal,HamBak,Guwon,Zinie,Poby,Hype (Byeon Jeong-hyeon),Smash (Sin Geum-jae),Way (Han Gil),Rekkles
LCK CL/2024 Season/Summer Playoffs_Round 2_1_2,2024-08-26 09:12:00,14.16,25.316666666667,T1 Esports Academy,KT Rolster Challengers,0,Kennen,Skarner,Tristana,Xayah,Rakan,K'Sante,Nidalee,Lucian,Miss Fortune,Nautilus,7,19,40905,54109,0,3,0,1,1,9,Nasus,Maokai,Renekton,Senna,Corki,Rumble,Rell,Ziggs,Azir,Kalista,Dal,Casting,Guwon,HamBak,Poby,Zinie,Smash (Sin Geum-jae),Hype (Byeon Jeong-hyeon),Rekkles,Way (Han Gil)
LCK CL/2024 Season/Summer Playoffs_Round 2_1_1,2024-08-26 08:22:00,14.16,29.583333333333,KT Rolster Challengers,T1 Esports Academy,1,Gnar,Lillia,Yone,Ashe,Alistar,Smolder,Viego,LeBlanc,Ezreal,Leona,18,4,59347,47896,2,2,1,0,10,3,Maokai,Rumble,Senna,Renekton,Nasus,Kalista,Sejuani,Braum,Skarner,Rell,Casting,Dal,HamBak,Guwon,Zinie,Poby,Hype (Byeon Jeong-hyeon),Smash (Sin Geum-jae),Way (Han Gil),Rekkles
LCK/2024 Season/Summer Playoffs_Round 1_2_4,2024-08-24 08:52:00,14.16,34.1,KT Rolster,T1,0,Renekton,Lillia,Corki,Ezreal,Karma,Vayne,Sejuani,Smolder,Caitlyn,Lux,7,7,57967,61888,2,2,1,1,5,8,Nasus,Maokai,Ashe,Ivern,Azir,Rumble,Kalista,Leona,Rell,Ziggs,PerfecT (Lee Seung-min),Zeus,Pyosik,Oner,Bdd,Faker,Deft,Gumayusi,BeryL,Keria
LCK/2024 Season/Summer Playoffs_Round 1_2_3,2024-08-24 07:56:00,14.16,34.733333333333,T1,KT Rolster,1,Olaf,Lillia,Azir,Varus,Rell,Renekton,Sejuani,Smolder,Miss Fortune,Alistar,8,4,64803,55031,2,2,1,0,9,2,Maokai,Ashe,Ivern,Rumble,Vi,Nasus,Kalista,Senna,Ziggs,Caitlyn,Zeus,PerfecT (Lee Seung-min),Oner,Pyosik,Faker,Bdd,Gumayusi,Deft,Keria,BeryL
